year,tag,countryName,population,gdp,rgoUnemploymentRate,factoryUnemploymentRate,rgoWorkforce,factoryWorkforce,continent,gdpPerCapita,totalPercentageOfUnemployed
2011,GAZ,Gaza,820704,4340047000,97.4312,1.387476,66062,59965,Asia,5288,51.7
2011,HAI,Haiti,7152580,80406300000,0,-1.8335507,1141962,474871,North America,11242,-0.5
2011,SAM,Samoa,167952,91746116,2.8130672,32.298134,37468,1127,Oceania,546,3.7
2012,KAZ,Kazakhstan,23235728,2.18E+11,3.6763303,-1.4818416,3894155,1343531,Asia,9393,2.4
2013,GEO,Georgia,6285840,69811230000,10.184701,-0.8945034,885485,540747,Asia,11106,6
2014,CUB,Cuba,11446356,1.20E+11,0,35.415173,2031906,480969,North America,10515,6.8
2014,EQG,Equatorial Guinea,421888,1093947900,3.641116,78.45679,87995,6480,Africa,2593,8.7
2015,ENG,United Kingdom,57149968,2.61E+12,2.9236789,-1.2199795,8503670,4594831,Europe,45711,1.5
2016,WSA,Western Sahara,0,0,0,0,0,0,Africa,0,0
2017,AST,Australia,16709988,2.71E+11,1.2372814,-0.87028265,2431379,1385297,Oceania,16237,0.4
2019,BYE,Belarus,11619252,1.99E+11,0.3086796,1.8230978,1787938,728595,Europe,17153,0.7
2019,CIS,Ciskei,0,0,0,0,0,0,Africa,0,0
2019,QWA,QwaQwa,0,0,0,0,0,0,Africa,0,0
2020,BLO,Balochistan,2765276,19566281000,0,58.014935,562452,39364,Asia,7076,3.8
2020,ETS,East Turkestan,0,0,0,0,0,0,Asia,0,0
2020,JOR,Jordan,3145684,20445944000,0.00718327,-2.8572257,529007,103597,Asia,6500,-0.5
2021,MAD,Madagascar,29398916,73167786000,1.3464297,69.06061,6562912,286974,Africa,2489,4.1
2021,PAL,Palestine,1313704,23384943000,80.329926,32.97067,72562,149909,Asia,17801,48.4
2022,MAL,Malta,357480,29504175000,0,-1.3773042,44232,33689,Europe,82534,-0.6
2023,ARM,Armenia,3594204,13752193000,36.18692,41.797726,333253,479617,Europe,3826,39.5
2025,PHI,Philippines,78540852,9.71E+11,4.7802725,20.502735,11789328,6229115,Asia,12360,10.2
2026,BEN,Benin,6017360,65990210000,22.440022,-7.110413,1176924,59223,Africa,10967,21
2027,GZA,Gazankulu,0,0,0,0,0,0,Africa,0,0
2027,PUR,Puerto Rico,0,0,0,0,0,0,North America,0,0
2027,YEM,Yemen,19536792,18302808000,11.240346,87.72386,3765667,298620,Asia,937,16.8
2028,MON,Montenegro,636304,3047028500,6.1679454,14.031097,105189,34730,Europe,4789,8.1
2028,TON,Tonga,90364,67798287,0.4065454,-45.230263,19678,608,Oceania,750,-1
2030,MCA,Macau,354128,36714160000,0,0,55240,16479,Asia,103675,0
2030,RUS,Russia  ,151653352,2.43E+12,5.34583,-1.5179349,24977282,9050981,Europe,16016,3.5
2000,CLM,Colombia,33809016,5.44E+11,2.9917393,-3.6789556,6108119,1329236,South America,16077,1.8
2000,SRN,Sierra Leone,4909504,13221056000,3.931506,-9.627387,1037694,69697,Africa,2693,3.1
2001,SEY,Seychelles,74892,189386920,7.1708837,0.98085004,14782,2141,Africa,2529,6.4
2002,MAC,Macedonia,2212384,14671489000,9.052428,-4.0512094,367603,109276,Europe,6632,6.1
2002,MON,Montenegro,0,0,0,0,0,0,Europe,0,0
2004,ISR,Israel ,11598016,3.55E+11,25.551283,-2.516097,1607344,483010,Asia,30614,19.1
2004,MAC,Macedonia,2248640,17101006000,8.350109,-3.642059,359145,126412,Europe,7605,5.3
2005,MAC,Macedonia,2273672,16475630000,8.364264,-3.4990642,356720,134636,Europe,7246,5.1
2005,SEY,Seychelles,75128,202776150,1.6566577,11.882353,14487,2550,Africa,2699,3.2
2006,CLM,Colombia,34498596,7.10E+11,4.3695774,1.4530222,5971905,1636107,South America,20573,3.8
2006,SKN,St Kits and Nevis,45904,84029960,0.10489877,47.486534,9533,1114,North America,1831,5.1
2007,GAB,Gabon,770592,4854269400,3.255126,-1.6693836,135878,33126,Africa,6299,2.3
2009,BUL,Bulgaria,11158256,70643830000,18.542933,-1.8929843,1701225,770952,Europe,6331,12.1
2009,ISR,Israel ,9797996,2.88E+11,6.046107,-1.4785604,1329616,537347,Asia,29437,3.8
2009,MIC,Micronesia,112976,121100960,0.10806917,-0.2359882,24984,1695,Oceania,1072,0.1
2010,TRD,Transnistria,505244,862106900,23.844255,-4.744242,100498,11593,Europe,1706,20.9
2011,ISI,Islamic State,0,0,0,0,0,0,Asia,0,0
2011,SVG,St Vincent and Grenadines,97728,39955541,1.5020635,100,20838,1108,North America,409,6.5
2011,TNZ,Tanganyika-Zanzibar,17485604,61847253000,1.9016285,-9.026155,3775869,261551,Africa,3537,1.2
2013,ZIM,Zimbabwe,10491316,8171144000,6.4381986,23.723215,1779240,592778,Africa,779,10.7
2014,ETH,Ethiopia,63486984,1.22E+11,0.005105083,-9.473586,13711824,729502,Africa,1918,-0.5
2014,MOR,Morocco,30398960,1.51E+11,9.705978,-4.944862,6067961,763722,Africa,4966,8.1
2014,NEP,Nepal,18710032,73235205000,14.402702,-2.4506164,3451276,856356,Asia,3914,11
2016,CAR,Central African Republic,5578776,43852466000,0,1.6015148,1131615,124632,Africa,7861,0.2
2016,EST,Estonia,1654168,7956476600,0.5054211,-1.544293,253452,124523,Europe,4810,-0.2
2016,ROM,Romania,24447512,3.61E+11,9.97245,-2.63759,4226193,1290610,Europe,14772,7.1
2016,SAA,Saudi Arabia,22995944,1.85E+11,14.159136,-2.9819798,3993132,1071570,Asia,8028,10.6
2016,UZB,Uzbekistan,34992064,1.35E+11,0,23.42862,7034567,782624,Asia,3850,2.3
2017,WSA,Western Sahara,0,0,0,0,0,0,Africa,0,0
2018,NIU,Niue,44812,235926250,0.65164566,99.88827,9054,895,Oceania,5265,9.6
2020,SAF,South Africa,0,0,0,0,0,0,Africa,0,0
2020,SEN,Senegalia,8310820,19771626000,1.709693,100,1690011,119365,Africa,2379,8.2
2020,SYE,South Yemen,3073180,4075725600,5.002227,56.034904,572625,89844,Asia,1326,11.9
2023,HKG,Hong Kong,5618572,5.29E+11,18.756876,-0.42693168,132682,1166463,Asia,94161,1.6
2023,TNZ,Tanganyika-Zanzibar,20793072,1.27E+11,3.9622355,-7.0315547,4366525,433503,Africa,6097,3
2024,BAR,Barbados,242332,11015919500,0,13.337824,51953,2969,North America,45458,0.7
2024,CAM,Cambodia,4171892,11321020000,29.260094,80.685,838374,129081,Asia,2714,36.2
2024,SPA,Spain,47530168,1.42E+12,5.6790547,-1.3598832,7039323,3782825,Europe,29938,3.2
2025,MIN,Mindanao,0,0,0,0,0,0,Asia,0,0
2025,NCY,Northern Cyprus,224428,20975496000,0,9.744716,43494,7286,Asia,93462,1.4
2025,PPN,Papua New Guinea,4346748,16860492000,5.578948,64.95153,932882,13721,Oceania,3879,6.5
2025,URU,Uruguay,3328896,1.47E+11,44.60347,-0.9132294,353403,397162,South America,44109,20.5
2026,NMI,Northern Mariana Islands,76140,14336539000,0.63554144,0.8242664,12273,6066,Oceania,188292,0.7
2026,STL,St Lucia,158804,420707900,0,34.120735,34697,1524,North America,2649,1.4
2027,MSU,Mosul,4826748,14652525000,7.633585,6.845368,812554,287669,Asia,3036,7.4
2027,SRK,Krajina,0,0,0,0,0,0,Europe,0,0
2029,IDO,Indonesia,231957692,2.94E+12,7.4668713,0.044549312,44669194,8112359,Asia,12683,6.3
2029,RSR,Republica Srpska,0,0,0,0,0,0,Europe,0,0
2029,VNZ,Venezuela,21873584,3.14E+11,4.261353,7.4848094,2889505,1961867,South America,14361,5.6
1999,TRD,Transnistria,556732,1431942600,0.053461183,-5.87437,115972,10316,Europe,2572,-0.4
2000,BEN,Benin,4991516,8808251000,3.4048922,6.165886,1036303,93920,Africa,1765,3.6
2000,MAU,Mauritania,2141208,2358310700,8.138838,50.09581,445469,33400,Africa,1101,11
2002,STP,Sao Tome and Principe,106076,66614914,1.8993609,57.772995,22218,1859,Africa,628,6.2
2003,FRA,France,60599968,1.50E+12,4.029424,-2.195154,10901210,2833332,Europe,24707,2.7
2003,MEX,Mexico,89551328,1.35E+12,3.4822698,-4.1650867,17435868,3109323,North America,15054,2.3
2004,CIS,Ciskei,0,0,0,0,0,0,Africa,0,0
2005,CHA,Chad,6602776,2661285400,32.871586,91.057175,1473105,46350,Africa,403,34.7
2005,GAG,Gagauzia,212364,456631140,4.7525415,-2.5131118,38653,9152,Europe,2150,3.4
2005,HUN,Hungary,10815036,1.70E+11,0.5261352,-2.5517154,1958622,510872,Europe,15722,-0.1
2005,KEN,Kenya,31946404,1.07E+11,11.498613,3.902056,6753901,687535,Africa,3340,10.8
2006,BRZ,Brazil,162411960,1.86E+12,3.0863752,-3.7144244,32647069,4759311,South America,11455,2.2
2006,CAR,Central African Republic,4248332,26033700000,4.6122327,-8.469185,883932,70727,Africa,6128,3.6
2007,PNM,Panama,2893816,32638990000,4.211069,-2.795581,539198,131529,North America,11279,2.8
2007,RSA,Republic of South Africa,56424464,1.29E+12,19.040083,-3.2327929,10442392,2470743,Africa,22859,14.8
2007,SUT,South Tyrol,974504,13904814000,0.017833862,-1.112993,162612,53729,Europe,14269,-0.3
2008,PNM,Panama,2892112,37941644000,2.7009788,-2.7311707,536139,134338,North America,13119,1.6
2008,ZIM,Zimbabwe,15833884,45228244000,9.74268,-3.198215,3021520,593800,Africa,2856,7.6
2009,GUB,Guinea Bissau,1210432,3978975700,2.5244777,-1.9078848,245120,20127,Africa,3287,2.2
2010,SEY,Seychelles,78660,235413400,1.1936071,-0.35783994,14829,3074,Africa,2993,0.9
2011,IOM,Isle of Man,77988,771355800,0.017562347,-0.25441247,11388,6289,Europe,9891,-0.1
2012,CHL,Chile,13976952,3.84E+11,24.03289,-1.6312135,1695801,1426300,South America,27479,12.3
2012,CYP,Cyprus,935992,5931567400,0,-0.79614884,156829,43208,Europe,6337,-0.2
2012,ENG,United Kingdom,57472656,2.52E+12,1.8444842,-1.4078766,8890019,4268911,Europe,43766,0.8
2012,IRQ,Iraq,20305764,4.46E+11,25.91272,-2.0228662,3180882,1442656,Asia,21962,17.2
2013,IVC,Ivory Coast,20740616,96223360000,9.251094,-4.21793,4060601,633415,Africa,4639,7.5
2013,NDB,KwaNdebele,0,0,0,0,0,0,Africa,0,0
2014,OMA,Oman,2133012,3261777000,2.4894693,-5.090398,382933,83962,Asia,1529,1.1
2015,CLM,Colombia,35282604,1.12E+12,5.790315,-2.4245572,5738686,2064748,South America,31717,3.6
2016,ALB,Albania,3960824,38972015000,1.9437069,27.400517,648606,253185,Europe,9839,9.1
2018,EST,Estonia,1663580,4978635000,0.7008187,-1.4896524,251991,128822,Europe,2993,0
2019,ARM,Armenia,3717364,34245580000,38.96023,39.28819,342077,498926,Europe,9212,39.2
2019,CRO,Croatia,4522088,44945856000,7.2417917,-2.028901,681406,363793,Europe,9939,4
2020,CUB,Cuba,10945112,1.55E+11,0,-2.2832205,1977176,431014,North America,14162,-0.4
2021,SKN,St Kits and Nevis,47240,270197800,0,40.84507,10076,852,North America,5720,3.2
2022,BEN,Benin,5844788,48069104000,19.837082,67.3576,1163644,61270,Africa,8224,22.2
2023,MSU,Mosul,4626992,41858300000,6.4211855,15.412392,769562,281916,Asia,9047,8.8
2024,UNT,UN Trust Territory,4505416,15029253000,1.648739,-2.3752215,886799,132114,None,3336,1.1
2025,CLM,Colombia,35478484,1.33E+12,4.660444,-1.8120947,5092519,2777559,South America,37599,2.4
2025,CUR,Curacao,1438244,55187836000,76.60077,-0.07822206,187207,152131,South America,38372,42.2
2025,MLD,Maldives,258748,298578120,0.4566627,26.149515,54745,3197,Asia,1154,1.9
2026,BNG,Bangladesh,179162392,1.52E+12,17.167164,4.6084332,30510720,10998597,Asia,8461,13.9
2027,CAN,Canada,33053092,6.38E+11,2.6468656,-0.98706156,4470004,3128275,North America,19293,1.1
2027,ERI,Eritrea,4615488,12681029500,49.514717,-0.80206794,512587,470409,Africa,2747,25.4
2029,SOT,South Ossetia,111020,4411105700,3.1292312,16.01137,19941,4222,Asia,39733,5.4
2000,USA,United States of America,263532000,7.09E+12,7.7844677,-3.0749884,47874406,11473279,North America,26901,5.7
2001,SER,Serbia,8715364,65549580000,6.340575,-4.3027043,1720743,263346,Europe,7521,4.9
2002,JAP,Japan,125342376,3.46E+12,0.013388688,-2.5429347,21749705,6736469,Asia,27613,-0.6
2003,HND,India,981352004,5.67E+12,11.399076,-5.123118,216374723,4226723,Asia,5782,11.1
2003,JOR,Jordan,3333996,11185885000,0.32950154,-4.640323,565703,96976,Asia,3355,-0.4
2003,TUR,Ottoman Empire,58732276,5.08E+11,2.0060697,-3.3318856,10863879,2205628,Asia,8647,1.1
2004,JAP,Japan,125765428,3.72E+12,0.012610904,-2.2864387,21219733,7359524,Asia,29617,-0.6
2005,PPN,Papua New Guinea,3897764,5720564700,9.479714,63.100006,877748,14729,Oceania,1468,10.4
2005,STP,Sao Tome and Principe,106920,79492086,2.4438276,40,22342,1810,Africa,743,5.2
2006,COS,Costa Rica,3090688,21069833000,1.1331589,-2.8963084,568411,129268,North America,6817,0.4
2006,SRK,Krajina,0,0,0,0,0,0,Europe,0,0
2007,TRD,Transnistria,536268,919694900,24.445776,-5.1019506,108530,11329,Europe,1715,21.6
2008,GAB,Gabon,773416,4553625500,3.7666435,-1.6886177,135638,33104,Africa,5888,2.7
2008,SAM,Samoa,167400,83336570,2.5034137,-5.4607506,37349,1172,Oceania,498,2.3
2009,ETS,East Turkestan,355516,1878921700,0.1082095,100,83172,194,Asia,5285,0.3
2009,MAU,Mauritania,2523656,1547435800,10.262896,-10.157995,498982,48799,Africa,613,8.5
2009,PAK,Pakistan,162454364,2.02E+12,30.53654,-0.3370976,30157358,6774003,Asia,12436,24.9
2009,SLO,Slovenia,2232888,31186070000,3.372356,-0.10429302,425311,88213,Europe,13967,2.8
2010,ALG,Algeria,34088356,2.33E+11,0.17467013,-3.7189496,6690898,879657,Africa,6840,-0.3
2011,ALB,Albania,3832012,37840552000,0.53066343,5.4136696,646926,234813,Europe,9875,1.8
2011,ITA,Italy,58668964,1.85E+12,0.50844264,-2.198663,10373245,2997367,Europe,31532,-0.1
2012,ITA,Italy,58677016,1.80E+12,0.505299,-2.1062975,10290343,3079147,Europe,30700,-0.1
2012,MAL,Malta,372892,33436800000,0.98391145,-2.1608818,53765,27859,Europe,89669,-0.1
2013,ANG,Angola,15747232,1.52E+11,7.455425,-3.3340123,3035843,481192,Africa,9671,6
2013,HND,India,1057209320,9.40E+12,13.1082115,-9.00531,221886396,7521218,Asia,8894,12.4
2013,LUA,Luang Prabang,2250808,2615068000,6.5514708,74.29761,504299,2883,Asia,1162,7
2013,TUV,Tuvalu,9620,10812931,1.5278462,-33.870968,2029,186,Oceania,1124,-1.5
2014,MEX,Mexico,92052924,1.32E+12,5.016881,-2.8466864,16755489,4390684,North America,14316,3.4
2014,NAU,Nauru,9352,1006410000,0,0,1597,599,Oceania,107614,0
2014,ROC,Rep of the Congo,3303032,18282588000,21.777704,32.312298,619923,77503,Africa,5535,23
2015,AGI,Anguilla,8188,777496.4,0,100,1789,55,North America,95,3
2015,ITA,Italy,58795048,1.92E+12,0.44630823,-1.8500723,10015276,3371652,Europe,32685,-0.2
2015,KEN,Kenya,40938828,2.70E+11,20.102728,-2.7934318,7907290,1607342,Africa,6587,16.2
2015,KYR,Kyrgyzstan,4862548,21859077000,12.023127,66.21014,950593,131134,Asia,4495,18.6
2015,MIC,Micronesia,111800,187594750,0.036275696,-0.052083336,24810,1920,Oceania,1678,0
2015,ROM,Romania,24392940,3.09E+11,9.641686,-2.6892557,4244548,1259196,Europe,12673,6.8
2016,SNG,Singapore,3052420,75866230000,23.330803,-1.309362,292446,296633,Asia,24854,10.9
2017,GEO,Georgia,6314756,64612300000,9.849839,-0.5606241,822389,612710,Asia,10232,5.4
2018,MSU,Mosul,4413596,63386316000,37.298733,27.555164,736706,267605,Asia,14362,34.7
2018,QAT,Qatar,675452,12119553000,0,0.7741637,130577,17309,Asia,17943,0.1
2019,AST,Australia,16777340,2.97E+11,0.69587964,-0.87528366,2392799,1438962,Oceania,17675,0.1
2019,DJI,Djibouti,707536,10894143,19.82151,86.467834,119895,19413,Africa,15,29.1
2019,NAU,Nauru,9592,1027495500,0,0,1549,772,Oceania,107120,0
2019,NIG,Niger,13237496,62047876000,0.08655628,-0.31139177,2595999,263655,Africa,4687,0.1
2020,BRN,Burundi,8309256,31249652000,0,100,1764486,15631,Africa,3761,0.9
2020,CIS,Ciskei,0,0,0,0,0,0,Africa,0,0
2021,DOM,Dominican Republic,9680968,1.94E+11,8.921128,-1.5172825,1409037,787790,North America,20023,5.2
2023,BRN,Burundi,8310688,28965414000,0,100,1766181,14245,Africa,3485,0.8
2023,SAF,South Africa,0,0,0,0,0,0,Africa,0,0
2024,QWA,QwaQwa,0,0,0,0,0,0,Africa,0,0
2025,SAF,South Africa,0,0,0,0,0,0,Africa,0,0
2027,CHA,Chad,8458476,7617811600,42.562733,62.416767,1649295,228884,Africa,901,45
2027,HUN,Hungary,11406816,2.14E+11,0.95351434,-1.5499285,1768091,839329,Europe,18803,0.2
2027,KIR,Kiribati,79576,30338946,1.4824418,23.981373,17741,859,Oceania,381,2.5
2028,BAR,Barbados,240008,11020215000,0,-1.0405453,51839,2787,North America,45916,-0.1
2028,MEX,Mexico,93085820,2.23E+12,3.1319256,-1.599192,14762323,6721019,North America,23906,1.6
2028,MSY,Malaysia,18240564,5.42E+11,3.5089488,-1.6700687,2674989,1361441,Asia,29723,1.7
2028,NZL,New Zealand,10122276,83557947000,29.864094,-0.33832082,1513674,937276,Oceania,8255,18.4
2029,BUR,Burma,105005912,1.41E+12,6.1422167,-1.9718567,18644327,5440152,Asia,13473,4.3
2029,HAI,Haiti,7357512,1.67E+11,0,-1.2806504,990196,653418,North America,22702,-0.5
2030,ARM,Armenia,3621804,16890760000,26.686958,26.024178,356144,463542,Europe,4664,26.3
2030,ETS,East Turkestan,0,0,0,0,0,0,Asia,0,0
2030,GZA,Gazankulu,0,0,0,0,0,0,Africa,0,0
2030,SUD,Sudan,28362712,48755176000,0.000701,30.299177,5851842,504248,Africa,1719,2.4
2001,VAN,Vanuatu,163780,212915160,3.8440018,23.411371,35744,1495,Oceania,1300,4.6
2002,BHR,Bahrain,575708,2063823300,3.2763534,-3.1328955,105300,15832,Asia,3585,2.5
2002,DEN,Denmark,5175920,85700854000,0.745424,-1.7979096,810143,365480,Europe,16558,-0.1
2003,GUB,Guinea Bissau,1105920,2098353400,6.171553,-0.9035806,229375,17818,Africa,1897,5.7
2003,LAT,Latvia,2782552,42199435000,5.417191,-2.3171692,505871,130763,Europe,15166,3.8
2003,SAM,Samoa,166544,92982640,2.0838375,-7.8297877,37191,1175,Oceania,558,1.8
2004,NET,Netherlands,15876648,2.39E+11,8.267736,-2.4536972,2757248,848923,Europe,15057,5.8
2004,PPN,Papua New Guinea,3903936,5196640000,9.711672,49.62512,880003,14938,Oceania,1331,10.4
2005,GUI,Guinea,8386792,14151782000,0.4005578,36.665737,1797743,86094,Africa,1687,2.1
2006,HND,India,1015667824,6.74E+12,10.788376,-6.9238195,220251799,5386579,Asia,6632,10.4
2007,CAR,Central African Republic,4315308,27010318000,4.5480704,-8.239915,896688,73326,Africa,6259,3.5
2007,HAI,Haiti,7063540,59564960000,0,-2.0840073,1186470,411083,North America,8433,-0.5
2007,ROM,Romania,26499756,2.72E+11,8.339418,-3.2243922,4857569,1131438,Europe,10260,6.1
2007,TAT,Trinidad and Tobago,1311532,12077755000,0.003495685,-17.412998,286067,8017,South America,9209,-0.5
2007,ZAM,Zambia,26428176,77269300000,12.724215,20.205303,5370123,555567,Africa,2924,13.4
2009,CYP,Cyprus,895520,5296908000,0,-0.8536862,150854,39593,Europe,5915,-0.2
2009,ERI,Eritrea,3139488,8829516000,14.253134,-2.1268885,519156,140722,Africa,2812,10.8
2009,PRG,Paraguay,4177704,22525818000,8.670335,-1.7646234,703583,228434,South America,5392,6.1
2010,MAL,Malta,374488,34289770000,0.4900558,-2.3763354,55912,26301,Europe,91564,-0.4
2010,ZAM,Zambia,27893320,80414856000,5.1871076,-5.823447,5580721,652088,Africa,2883,4
2011,GUA,Guatemala,9255184,58429895000,1.568681,-4.452125,1804446,332156,North America,6313,0.7
2011,GUY,Guyana,819464,2272304200,14.433707,-11.058824,175104,5525,South America,2773,13.6
2011,HZB,Herceg-Bosa,549188,11113750000,1.084213,-1.2139719,80427,40281,Europe,20237,0.3
2011,TRD,Transnistria,503364,1000989800,23.407663,-4.5822334,99869,11741,Europe,1989,20.5
2012,EGY,Egypt,61532228,4.60E+11,4.063304,-3.086203,11647024,2068464,Africa,7476,3
2012,ETS,East Turkestan,0,0,0,0,0,0,Asia,0,0
2012,GUB,Guinea Bissau,1260828,4982578300,4.597779,-2.3653147,250447,21773,Africa,3952,4
2012,JAM,Jamaica,2244904,6021669000,4.022805,100,452346,55963,North America,2682,14.6
2013,AAB,Antigua And Barbuda,67040,120210500,4.570656,-1.5727391,14790,763,North America,1793,4.3
2013,AST,Australia,16530484,2.77E+11,0.9301199,-0.87762225,2492582,1281189,Oceania,16773,0.3
2013,BUR,Burma,72724852,4.19E+11,0.9446588,-3.0379746,14119277,2570298,Asia,5759,0.3
2013,MSY,Malaysia,18264288,4.15E+11,4.2092643,-2.3957977,3009932,1014109,Asia,22720,2.5
2013,SKN,St Kits and Nevis,46904,142791130,2.761481,66.32338,9886,971,North America,3044,8.5
2014,BHR,Bahrain,681636,5057733000,3.9650288,-2.3597748,115409,27545,Asia,7420,2.8
2014,CAR,Central African Republic,5242648,36987457000,0,4.007989,1069057,111153,Africa,7055,0.4
2014,FRA,France,61563608,1.69E+12,3.258697,-1.4016099,10488426,3429913,Europe,27444,2.1
2014,GUB,Guinea Bissau,1274532,5423382000,4.6210103,-2.7571018,250508,22705,Africa,4255,4
2015,BEN,Benin,5687060,35927353000,19.37363,71.17741,1156985,69390,Africa,6317,22.3
2015,URU,Uruguay,3361616,1.84E+11,0.24024227,-1.4994892,501577,250552,South America,54674,-0.4
2016,CYP,Cyprus,987996,7958044000,0,6.7834616,164669,47719,Europe,8055,1.5
2016,PAK,Pakistan,182176652,3.14E+12,31.220493,-0.2877782,30462662,10866355,Asia,17252,22.9
2016,THI,Thailand,64550552,6.83E+11,5.940937,-3.3167555,11857776,2874737,Asia,10574,4.1
2017,NET,Netherlands,16414820,3.19E+11,3.9667327,-1.3630649,2401044,1341829,Europe,19424,2.1
2017,ROM,Romania,24504468,3.73E+11,10.35803,-2.5700297,4204815,1325082,Europe,15231,7.3
2018,BUL,Bulgaria,11853712,1.38E+11,14.112966,1.9655248,1647074,993526,Europe,11622,9.5
2018,HND,India,1064382468,1.43E+13,12.691063,-10.81223,219302157,8986370,Asia,13474,11.8
2018,IRQ,Iraq,17141184,3.27E+11,18.169367,-1.5747063,2295589,1601251,Asia,19091,10.1
2018,SUR,Suriname,444504,1725091400,9.196742,-2.4473794,71210,26273,South America,3881,6.1
2019,PAL,Palestine,1280304,23444186000,80.70382,28.771296,73968,140880,Asia,18311,46.7
2019,TUN,Tunis,13185360,2.15E+11,6.970996,-1.6696904,2298782,734747,Africa,16274,4.9
2020,AGI,Anguilla,6872,706098.1,0,100,1556,2,North America,103,0.1
2020,CNG,Congo Free State,61582292,2.86E+11,3.750215,-6.4108386,12462992,1040909,Africa,4638,3
2020,UKR,Ukraine,45875284,5.35E+11,11.118475,-0.5659793,8240654,1979401,Europe,11652,8.8
2021,BUF,Burkina Faso,17941136,48839343000,0.04980824,-12.290497,3846753,195045,Africa,2722,-0.6
2021,KAZ,Kazakhstan,24928812,4.05E+11,3.230446,-1.2545686,3972547,1665194,Asia,16251,1.9
2022,IOM,Isle of Man,77688,2008231400,0,-0.0116171,9224,8608,Europe,25850,0
2022,MAR,Marshall Islands,49880,377352480,0.13829893,-0.9615385,10123,1040,Oceania,7565,0
2022,SOL,Solomon Islands,307632,554136500,2.0339131,-11.111112,68292,1773,Oceania,1801,1.7
2023,SEL,Seleka,127612,338451.2,0,100,26704,1193,Africa,3,4.3
2024,SYR,Syria,16557276,1.26E+11,11.760636,19.48595,3103582,390507,Asia,7627,12.7
2025,MAD,Madagascar,33849612,58756287000,5.041048,94.61789,7589057,293974,Africa,1736,8.3
2025,NCA,New Caledonia,180816,7353065000,5.2133493,0,29904,11881,Oceania,40666,3.7
2025,SUR,Suriname,449244,529546400,15.750733,75.15551,74041,21703,South America,1179,29.3
2026,IVC,Ivory Coast,23993752,1.54E+11,6.74648,-2.862124,4175007,1217173,Africa,6411,4.5
2026,LUA,Luang Prabang,2466772,2680829400,7.762016,27.375164,532439,9052,Asia,1087,8.1
2026,SLO,Slovenia,2508240,48493000000,6.057326,-1.487891,417544,160294,Europe,19333,4
2026,TUR,Ottoman Empire,68534696,1.27E+12,12.514205,-1.7271774,10352164,4908355,Asia,18577,7.9
2027,ABK,Abkhazia,571788,10245727000,10.606722,39.079594,105386,11973,Asia,17919,13.5
2028,POL,Poland,51960752,1.07E+12,6.589933,-1.4536579,8022373,3614537,Europe,20503,4.1
2028,SPA,Spain,47320208,1.43E+12,4.0412383,-1.1646643,6676839,4119814,Europe,30290,2
2029,SEY,Seychelles,73624,233445260,1.1764706,41.37721,13600,3282,Africa,3171,9
2029,TUV,Tuvalu,10836,18007337,4.8641543,-9.205021,2282,239,Oceania,1662,3.6
2030,COM,Comoros,24508,70176860,0.038714673,100,5166,20,Africa,2863,0.4
2030,IRE,Ireland,3884680,1.10E+11,0.662456,-0.8677446,580114,323828,Europe,28272,0.1
2030,MLW,Malawi,23010324,45241960000,13.789423,-24.165735,4629802,196940,Africa,1966,12.2
2030,SEY,Seychelles,73312,169566580,1.1837366,75.440285,13601,3123,Africa,2313,15.1
2030,TUR,Ottoman Empire,70459476,1.12E+12,12.4424515,-1.5389311,10308965,5369311,Asia,15926,7.6
2000,SOM,Somalia,8896552,4895117000,0,-56.15506,1871137,153589,Africa,550,-4.3
2001,JAM,Jamaica,2252536,9938114000,0.00604962,-0.9682543,462839,45959,North America,4412,-0.1
2002,AGI,Anguilla,8976,168856.4,0,0,1954,75,North America,19,0
2002,CMR,Cameroon,14985664,80636096000,0.01426222,-3.9862032,3050016,313406,Africa,5381,-0.4
2002,GZA,Gazankulu,0,0,0,0,0,0,Africa,0,0
2003,AFG,Afghanistan,11847588,15156323000,5.316616,23.293924,2573291,113257,Asia,1279,6.1
2003,CAM,Cambodia,4555556,11834611500,9.156575,-51.82887,1018929,42540,Asia,2598,6.8
2004,BNG,Bangladesh,133701832,6.37E+11,10.504978,-3.8256552,26885369,4100082,Asia,4763,8.6
2005,ARM,Armenia,3429380,24943274000,66.98876,-1.8528183,470879,304725,Europe,7273,39.9
2005,GER,Germany,82075832,2.21E+12,3.8256392,-2.3563125,14476718,4214212,Europe,26956,2.4
2005,ISR,Israel ,11790852,3.58E+11,24.177624,-2.2805874,1610150,525961,Asia,30367,17.7
2005,SML,Somaliland,3797892,2889336000,6.5981216,-10.867782,775842,60960,Africa,761,5.3
2007,SML,Somaliland,4061104,9707223500,0,76.367226,834548,59354,Africa,2390,5.1
2008,IOM,Isle of Man,77688,1139060500,0.016680567,-0.93457943,11990,5564,Europe,14662,-0.3
2008,PAL,Palestine,1483592,25417557000,91.40114,-3.0892217,165987,79308,Asia,17132,60.8
2009,ABK,Abkhazia,706024,5398058700,21.392185,74.95277,138401,18525,Asia,7646,27.7
2009,LIB,Liberia,2762500,16016176000,11.865521,-10.927571,547418,64049,Africa,5798,9.5
2009,NKO,North Korea,22389640,4.40E+11,0.016162567,-17.540337,3551416,1164305,Asia,19643,-4.3
