year,tag,countryName,population,gdp,rgoUnemploymentRate,factoryUnemploymentRate,rgoWorkforce,factoryWorkforce,continent,gdpPerCapita,totalPercentageOfUnemployed
1999,OMA,Oman,1978908,10117481000,1.1018633,-4.9003778,372460,63791,Asia,5113,0.2
1999,PAK,Pakistan,135350364,1.38E+12,8.908403,-0.48295254,28798360,2105797,Asia,10208,8.3
1999,PAL,Palestine,0,0,0,0,0,0,Asia,0,0
1999,PAU,Palau,12268,3873061,1.5012815,0,2731,0,Oceania,316,1.5
1999,PER,Persia,60329684,4.58E+11,16.892986,5.511373,11528459,1938537,Asia,7599,15.3
1999,PEU,Peru,23693228,93453925000,6.293229,-4.2649283,4417621,956757,South America,3944,4.4
1999,PHI,Philippines,69198020,3.62E+11,4.025668,-3.616444,13710421,2082543,Asia,5229,3
1999,PNM,Panama,2473948,8008619000,7.3230906,52.917694,479101,90688,North America,3237,14.6
1999,POL,Poland,42238080,3.48E+11,7.966268,-6.0441704,8570613,902870,Europe,8234,6.7
1999,POR,Portugal,10646552,87776776000,3.0787785,-4.2434263,2061272,350118,Europe,8245,2
1999,PPN,Papua New Guinea,3804400,4056050500,8.179102,78.14971,865315,14668,Oceania,1066,9.4
1999,PRG,Paraguay,4251108,17804446000,4.7064295,29.161402,804559,133008,South America,4188,8.2
1999,PUR,Puerto Rico,3641648,82995840000,4.308807,8.543096,631126,155295,North America,22791,5.1
1999,QAT,Qatar,480360,4281865300,0,64.158066,88790,16955,Asia,8914,10.3
1999,QWA,QwaQwa,0,0,0,0,0,0,Africa,0,0
1999,ROC,Rep of the Congo,2708616,5821365400,8.904482,64.30548,539863,63584,Africa,2149,14.7
1999,ROM,Romania,25681892,2.41E+11,5.0713377,-4.291114,4968255,837638,Europe,9380,3.7
1999,RSA,Republic of South Africa,47832068,5.77E+11,11.656133,-0.62138057,9439872,1490391,Africa,12072,10
1999,RSR,Republica Srpska,1512112,13820410000,0.000705,4.2425623,283715,48367,Europe,9140,0.6
1999,RUS,Russia  ,153619092,1.48E+12,2.2833734,-5.6286077,30653507,3721471,Europe,9602,1.4
1999,RUT,Ruthenia,0,0,0,0,0,0,Europe,0,0
1999,RWA,Rwanda,8864700,6807481000,0,88.6809,1976956,43325,Africa,768,1.9
1999,SAA,Saudi Arabia,18084876,1.01E+11,4.4742255,-3.8799589,3413574,590264,Asia,5570,3.3
1999,SAF,South Africa,0,0,0,0,0,0,Africa,0,0
1999,SAM,Samoa,165948,105420640,1.7774781,-9.4903345,37075,1138,Oceania,635,1.5
1999,SEL,Seleka,0,0,0,0,0,0,Africa,0,0
1999,SEN,Senegalia,7418996,4141514000,1.3702811,-7.2717204,1569532,117345,Africa,558,0.8
1999,SER,Serbia,0,0,0,0,0,0,Europe,0,0
1999,SEY,Seychelles,73776,257420750,6.5441475,3.4685163,14746,1874,Africa,3489,6.2
1999,SKN,St Kits and Nevis,43840,31863340,2.6767404,19.404762,9265,840,North America,727,4.1
1999,SKO,South Korea,42997104,7.05E+11,0.002970996,-3.9328768,8111757,1528474,Asia,16398,-0.6
1999,SLO,Slovenia,2141560,11681748000,2.534191,20.15859,432643,56750,Europe,5455,4.6
1999,SML,Somaliland,3489596,5392199300,0.58579737,-4.056182,728921,54608,Africa,1545,0.3
1999,SMO,American Samoa,38180,47655416,4.0777164,-42.514973,8338,167,North America,1248,3.2
1999,SNG,Singapore,3066896,26052280000,0,-3.7863858,442208,115704,Asia,8495,-0.8
1999,SOL,Solomon Islands,304844,76246970,1.2089146,51.608692,67664,2300,Oceania,250,2.9
1999,SOM,Somalia,8442648,3668295300,0,-5.6550274,1775520,147055,Africa,434,-0.4
1999,SOT,South Ossetia,124332,82565033,2.7813556,-6.858407,24844,2712,Asia,664,1.8
1999,SPA,Spain,43802064,5.88E+11,3.5495691,-4.0372596,8411162,1520041,Europe,13430,2.4
1999,SRK,Krajina,0,0,0,0,0,0,Europe,0,0
1999,SRL,Sri Lanka,18950752,44651640000,8.226277,-7.9150476,4076109,278697,Asia,2356,7.2
1999,SRN,Sierra Leone,4848212,13497650000,3.1026301,22.592255,1028450,67802,Africa,2784,4.3
1999,SSU,South Sudan,0,0,0,0,0,0,Africa,0,0
1999,STL,St Lucia,145960,191180110,4.622496,2.561366,31801,1874,North America,1310,4.5
1999,STP,Sao Tome and Principe,105436,101281900,1.5315112,11.897106,22135,1866,Africa,961,2.3
1999,SUD,Sudan,36210992,58070010000,2.055404,0.20449935,7671485,544256,Africa,1604,2
1999,SUR,Suriname,438328,3342651400,4.2461624,-5.210897,83652,11783,South America,7626,3
1999,SUT,South Tyrol,964504,7565820000,0.02808768,-2.514195,178014,40331,Europe,7844,-0.5
1999,SVG,St Vincent and Grenadines,108988,60791730,3.0154247,20.318022,23015,1698,North America,558,4.2
1999,SWA,Swaziland,887820,898407500,0.6152431,10.875411,195695,6694,Africa,1012,0.9
1999,SWE,Sweden,8633396,3.53E+11,3.1317055,-1.9557308,1423697,506358,Europe,40878,1.8
1999,SWI,Switzerland,6828364,1.28E+11,0.007541929,-2.8470168,1219847,281031,Europe,18766,-0.5
1999,SYE,South Yemen,2421720,5765285500,7.3857946,-0.1497521,504509,49415,Asia,2381,6.7
1999,SYR,Syria,16757256,69145540000,7.707323,-0.61910564,3162330,432721,Asia,4126,6.7
1999,TAJ,Tajikistan,5342800,10182400000,0,46.548088,1142022,54535,Asia,1906,2.1
1999,TAR,Tatarstan,0,0,0,0,0,0,Asia,0,0
1999,TAT,Trinidad and Tobago,1332360,4886281600,0,38.3105,295184,6570,South America,3667,0.8
1999,TCI,Turks and Caicos Islands,10244,1419887.8,0.09713453,78.723404,2059,188,North America,139,6.7
1999,THI,Thailand,58278704,2.88E+11,2.3947558,-6.224487,11925015,1333395,Asia,4942,1.5
1999,TKR,Turkestan,3652740,12957175000,0.6793058,-4.6284966,740609,71103,Asia,3547,0.2
1999,TNZ,Tanganyika-Zanzibar,14701380,34691745000,1.053054,37.052727,3267069,127942,Africa,2360,2.5
1999,TOG,Togo,4118572,15486766000,6.287183,60.039127,878931,53162,Africa,3760,9.4
1999,TON,Tonga,98564,82251334,1.348562,0.43290043,21801,924,Oceania,834,1.3
2000,BUF,Burkina Faso,10937140,18745596000,2.2579522,-11.560422,2381494,106484,Africa,1714,1.7
2000,EST,Estonia,1607156,8513377000,1.435495,-2.622503,287009,72488,Europe,5297,0.6
2000,MAL,Malta,368552,10750439500,5.5208774,-2.8189178,61838,20256,Europe,29169,3.5
2003,SOL,Solomon Islands,305656,65890115,1.0931945,71.74788,67783,2237,Oceania,216,3.4
2004,PNM,Panama,2825892,28628687000,5.4183702,-3.0856478,536379,118322,North America,10131,3.9
2004,TAT,Trinidad and Tobago,1308144,10039754000,0.003491913,-19.239807,286376,7235,South America,7675,-0.5
2006,CHI,China,1625704596,1.59E+13,13.38803,22.525307,362936600,10111112,Asia,9760,13.6
2006,TON,Tonga,99540,41111243,1.4615597,3.6998973,21826,973,Oceania,413,1.6
2007,BEL,Belgium,11422564,2.18E+11,0.18733671,-1.6887798,1796231,803894,Europe,19043,-0.4
2007,NGW,KaNgwane,0,0,0,0,0,0,Africa,0,0
2007,QAT,Qatar,553892,5411576500,0,-0.4305937,102934,18579,Asia,9770,-0.1
2008,ICL,Iceland,236128,2654703500,0,-1.658998,36886,15431,Europe,11243,-0.5
2008,LAT,Latvia,2815452,48941562000,1.0687703,-1.877285,490096,156183,Europe,17383,0.4
2009,BOS,Bosnia,1589324,76683660000,38.414467,-0.8372093,172081,191350,Europe,48249,17.8
2009,ITA,Italy,58766656,1.72E+12,0.5333391,-2.4488623,10573012,2827313,Europe,29227,-0.1
2009,KUW,Kuwait,2852256,55006250000,34.3808,-2.9145534,491091,129145,Asia,19285,26.6
2009,LBY,Libya,5479532,21106671000,6.488435,-2.6948905,975921,148763,Africa,3852,5.3
2010,NET,Netherlands,16112396,2.73E+11,5.0036488,-1.7621988,2556994,1107707,Europe,16954,2.9
2010,NIG,Niger,10333812,27845450000,16.958555,1.2494729,2169088,82995,Africa,2695,16.4
2011,JAK,Jammu and Kashmir,0,0,0,0,0,0,Asia,0,0
2011,JAM,Jamaica,2244108,7871066000,3.6594481,-0.013725188,450915,58287,North America,3507,3.3
2011,LUX,Luxemburg,370716,15457059000,0,-2.106922,67027,17134,Europe,41695,-0.4
2011,SSU,South Sudan,12065188,18326154000,0,45.408543,2675131,57509,Africa,1519,1
2012,MAD,Madagascar,21137448,51517740000,0.15202026,70.707985,4657274,263198,Africa,2437,4
2012,SPA,Spain,46271204,9.91E+11,10.677667,-2.0156488,7778647,2740160,Europe,21414,7.4
2012,SWI,Switzerland,6402672,1.45E+11,3.768189,-0.8463078,908394,524041,Europe,22616,2.1
2012,TAT,Trinidad and Tobago,1323144,10118913000,0.08530752,-14.2544775,286024,9604,South America,7648,-0.4
2012,TON,Tonga,99256,74848795,1.2016575,47.690533,21720,866,Oceania,754,3
2013,MCA,Macau,427640,17733716000,0,0,81121,18607,Asia,41469,0
2013,RSR,Republica Srpska,1034216,16950870000,0.24313931,-1.2122794,156289,68961,Europe,16390,-0.2
2014,ARG,Argentina,35104236,5.69E+11,9.177993,-2.3674605,5892912,1949684,South America,16203,6.3
2014,MON,Montenegro,627264,1598168600,0.09132248,-0.73582137,106217,32073,Europe,2548,-0.1
2015,BOL,Bolivia,8699772,51381170000,10.342769,8.488642,1415182,578526,Sout America,5906,9.8
2015,GER,Germany,82687912,3.14E+12,1.2518919,-1.4188294,12835693,5934117,Europe,38007,0.4
2015,LBY,Libya,6206716,20755571000,9.278412,31.541935,1082987,204905,Africa,3344,12.8
2016,MIN,Mindanao,0,0,0,0,0,0,Asia,0,0
2016,NIG,Niger,11951632,43974408000,24.693935,2.451458,2391895,189887,Africa,3679,23.1
2016,TRK,Transkei,0,0,0,0,0,0,Africa,0,0
2017,TOG,Togo,5595240,20293880000,13.733217,-2.1428504,950644,317101,Africa,3627,9.7
2018,ELS,El Salvador,4777288,76438440000,0,-6.168567,950323,82353,North America,16000,-0.5
2020,HAI,Haiti,7227892,71853820000,0,-1.5620484,1078877,539868,North America,9941,-0.5
2020,SUT,South Tyrol,968628,14075742000,1.0691098,10.257957,133382,71252,Europe,14532,4.3
2022,BLO,Balochistan,2942748,15990071000,0,56.806248,597942,40191,Asia,5434,3.6
2022,GIB,Gibraltar,24732,241638850,0,-0.055803575,3979,1792,Europe,9770,0
2022,SOM,Somalia,24380580,61487427000,0,54.360573,5358569,260562,Africa,2522,2.5
2022,SWE,Sweden,8285240,5.61E+11,0.18152145,-0.23166339,840672,1053684,Europe,67707,0
2023,ANG,Angola,19395016,3.05E+11,7.4189105,-3.2960188,3499274,786464,Africa,15749,5.4
2023,NIU,Niue,44704,316552260,0,93.020134,9183,745,Oceania,7081,7
2025,CYP,Cyprus,1134664,7120838000,0,53.453327,187091,59725,Europe,6276,12.9
2025,QWA,QwaQwa,0,0,0,0,0,0,Africa,0,0
2025,RUT,Ruthenia,0,0,0,0,0,0,Europe,0,0
2026,MAU,Mauritania,3333556,12284899000,14.694719,61.75798,600481,74392,Africa,3685,19.9
2026,SOL,Solomon Islands,307660,77636980,2.1370897,8.750754,68364,1657,Oceania,252,2.3
2026,TUN,Tunis,13731104,1.24E+11,4.80317,-1.5128344,2336790,827189,Africa,9029,3.2
2026,UKR,Ukraine,44735664,4.01E+11,1.4308083,-0.56072897,7852275,2111002,Europe,8960,1
2027,ALG,Algeria,18841588,38448400000,43.330444,45.731647,3596635,561926,Africa,2041,43.6
2027,KAZ,Kazakhstan,26258948,4.34E+11,2.8298,-1.1588328,4060888,1880513,Asia,16520,1.5
2027,MLI,Mali,10636884,70227550000,12.926965,30.48269,2119469,173154,Africa,6602,14.2
2028,TRD,Transnistria,476808,11956582000,24.336632,-2.961259,90033,13474,Europe,25076,20.7
2029,ISI,Islamic State,0,0,0,0,0,0,Asia,0,0
2029,RSA,Republic of South Africa,89711504,3.58E+12,13.743155,0.09888702,13235004,7408455,Africa,39867,8.8
2029,TNZ,Tanganyika-Zanzibar,22695716,1.43E+11,7.7676444,-6.3054075,4692362,542455,Africa,6316,6.3
2029,UAE,United Arab Emirates,3158372,32646124000,38.51816,-2.9635203,431342,194026,Asia,10336,25.6
2030,FRA,France,30988184,7.21E+11,14.600611,0.07029318,4597027,2382877,Europe,23253,9.6
2030,TUN,Tunis,14292384,1.11E+11,6.194581,-1.4805208,2405199,892929,Africa,7778,4.1
2000,GEO,Georgia,5485328,20582278000,11.6196,-1.6765615,983743,255523,Asia,3752,8.9
2000,MSY,Malaysia,18216368,1.93E+11,3.7801404,-3.8322177,3347574,648293,Asia,10609,2.6
2000,SNG,Singapore,3069704,27922455000,0,-3.6357093,441346,119509,Asia,9096,-0.8
2001,ENG,United Kingdom,58308620,1.50E+12,1.7241157,-2.7662656,10504399,2789826,Europe,25782,0.8
2001,FAR,Faroe Islands,47636,221383620,0,-2.0768025,8381,2552,Europe,4647,-0.5
2001,UZB,Uzbekistan,26895784,1.50E+11,1.406711,-0.5579073,5378930,634514,Asia,5565,1.2
2002,GAB,Gabon,827844,7253607000,2.8388743,-2.8232834,148263,34428,Africa,8762,1.7
2002,JAM,Jamaica,2254348,7805225000,0.049555734,-0.667387,462106,47199,North America,3462,-0.1
2002,POR,Portugal,10717284,1.25E+11,1.2978034,-3.6022935,2021955,410544,Europe,11672,0.5
2003,HON,Honduras,4916312,26453333000,4.774268,-3.3423667,940542,181548,South America,5381,3.5
2003,MIN,Mindanao,0,0,0,0,0,0,Asia,0,0
2003,MOR,Morocco,24956736,1.15E+11,8.456002,-5.6207247,5098272,517798,Africa,4624,7.2
2004,SYR,Syria,16991448,91652430000,6.5637407,5.178007,3108913,524642,Asia,5394,6.4
2005,ECU,Ecuador,10449760,97118820000,3.894792,-1.7364594,1811650,566440,South America,9294,2.6
2005,ETS,East Turkestan,0,0,0,0,0,0,Asia,0,0
2005,GUY,Guyana,803080,1857651000,0.94224906,-18.031208,173521,5191,South America,2313,0.4
2005,OMA,Oman,2069960,8669153000,3.21213,-5.0155883,379748,76661,Asia,4188,1.8
2005,SYE,South Yemen,2706312,8825561000,10.612329,32.95417,538110,72880,Asia,3261,13.3
2007,MLW,Malawi,17013360,29156170000,1.0300072,-21.458881,3810653,105807,Africa,1714,0.4
2008,ALA,Aland,27008,1326601800,0,7.8762307,4811,1422,Europe,49119,1.8
2008,GUI,Guinea,9295480,14428403000,3.3982475,5.046675,1992321,94161,Africa,1552,3.5
2008,SRK,Krajina,0,0,0,0,0,0,Europe,0,0
2010,LES,Lesotho,1873744,1.05E+11,0.20959058,10.357991,359749,54750,Africa,55870,1.5
2010,NOR,Norway,3964572,2.29E+11,0,-0.3200653,638192,279318,Europe,57655,-0.1
2011,PEU,Peru,29171440,1.91E+11,10.845712,0.68814397,4790732,1868359,South America,6564,8
2011,VED,Venda,0,0,0,0,0,0,Africa,0,0
2012,KUW,Kuwait,3020132,65682520000,43.610867,-2.3987186,487218,168590,Asia,21748,31.8
2012,SER,Serbia,7829680,96626776000,8.702526,-3.2971215,1457841,323282,Europe,12341,6.5
2013,CUR,Curacao,724972,16776656000,64.99219,-0.3256714,125492,42374,South America,23141,48.5
2013,SPA,Spain,46379848,1.08E+12,10.254689,-1.9511813,7730093,2813885,Europe,23266,7
2013,SUR,Suriname,425304,1673211300,7.0440784,-3.0934079,71010,21465,South America,3934,4.7
2013,WSA,Western Sahara,0,0,0,0,0,0,Africa,0,0
2015,DMC,Dominica,88820,342768900,0,0,16796,4328,North America,3859,0
2015,HAI,Haiti,7087612,85557025000,0,-1.8136929,1125325,465404,North America,12071,-0.5
2015,SUT,South Tyrol,970788,10153959000,0.007716375,-0.27639747,142554,66209,Europe,10460,-0.1
2015,TUR,Ottoman Empire,62869860,7.89E+11,12.597318,-2.1646607,10402984,3604999,Asia,12553,8.8
2016,MAC,Macedonia,2320936,11834626000,5.2041345,-2.6577415,294708,212135,Europe,5099,1.9
2017,EGY,Egypt,64308508,5.50E+11,5.13866,-2.6691048,11931496,2423172,Africa,8547,3.8
2017,QWA,QwaQwa,0,0,0,0,0,0,Africa,0,0
2018,BNG,Bangladesh,164396796,9.23E+11,14.798829,-2.3592324,29736497,8442110,Asia,5612,11
2019,NAM,Namibia,1827188,17364381000,5.8814535,34.01263,320346,69827,Africa,9503,10.9
2020,MOR,Morocco,34233816,2.38E+11,6.9138527,-4.4438114,6685679,989511,Africa,6942,5.4
2021,COS,Costa Rica,3117096,18397583000,0,-1.7198709,476634,231122,North America,5902,-0.6
2021,MLW,Malawi,20371544,28164170000,10.824232,100,4335929,137834,Africa,1383,13.5
2021,QWA,QwaQwa,0,0,0,0,0,0,Africa,0,0
2021,TRD,Transnistria,496112,979839600,26.19585,-4.02919,96584,12881,Europe,1975,22.6
2022,CPV,Cape Verde,303864,1553018700,0.28348574,-11.871227,62437,4970,Africa,5111,-0.6
2022,JAK,Jammu and Kashmir,12615184,2.20E+11,29.90604,30.980127,2170274,426822,Asia,17453,30.1
2022,SAF,South Africa,0,0,0,0,0,0,Africa,0,0
2022,TRD,Transnistria,488812,923894300,25.640783,-3.9408486,94806,12916,Europe,1890,22.1
2023,JAP,Japan,122245732,4.69E+12,0.012277056,-1.1071688,16380149,11533833,Asia,38356,-0.5
2025,SUT,South Tyrol,973872,15052025000,1.7939732,23.400015,124974,79782,Europe,15456,10.2
2027,ITA,Italy,59320960,1.61E+12,0.3372556,-1.1457274,8842848,4672141,Europe,27179,-0.2
2027,JOR,Jordan,2315744,7066375000,0.23930097,-2.3131783,366902,96188,Asia,3051,-0.3
2028,ALG,Algeria,16743404,67378250000,0.017186832,11.715873,3194306,495567,Africa,4024,1.6
2028,ARM,Armenia,3592040,14917593000,30.830627,4.8980603,356947,455711,Europe,4153,16.3
2028,GUI,Guinea,19890472,41570645000,6.454293,91.29747,4159805,211743,Africa,2090,10.6
2028,SLO,Slovenia,2306236,34574660000,1.4383842,-1.3584558,377785,154072,Europe,14992,0.6
2028,SRN,Sierra Leone,8262116,1.54E+11,6.207245,16.433218,1582699,187407,Africa,18682,7.3
2029,SPA,Spain,47273140,1.60E+12,3.7039015,-1.1228219,6589781,4202269,Europe,33892,1.8
2001,JOR,Jordan,3434812,9261561000,1.7955382,-4.6353607,585674,99194,Asia,2696,0.9
2001,MLD,Maldives,210564,882115500,5.3894367,49.404015,44513,3188,Asia,4189,8.3
2001,SAA,Saudi Arabia,18744740,94853900000,7.259459,-3.7732673,3513733,635179,Asia,5060,5.6
2002,CIS,Ciskei,0,0,0,0,0,0,Africa,0,0
2002,KIR,Kiribati,72800,214759520,4.0977807,16.650717,15545,1045,Oceania,2950,4.9
2002,KUW,Kuwait,2486400,84698193000,5.760453,20.297861,457464,88699,Asia,34065,8.2
2002,SWI,Switzerland,6835360,1.57E+11,0.016973836,-2.2713597,1178284,329054,Europe,23035,-0.5
2002,TRK,Transkei,0,0,0,0,0,0,Africa,0,0
2003,ELS,El Salvador,4911520,57933154000,0,24.45703,963641,110549,North America,11795,2.5
2003,TON,Tonga,99088,62075750,1.3802274,17.14876,21808,968,Oceania,626,2.1
2004,KAZ,Kazakhstan,19834432,1.16E+11,2.6648014,-2.012856,3600306,857190,Asia,5845,1.8
2006,ALA,Aland,26996,659533930,0.020669697,10.816619,4838,1396,Europe,24431,2.4
2006,ROC,Rep of the Congo,2881576,12949467000,14.131403,64.15796,564721,58038,Africa,4494,18.8
2006,SER,Serbia,7509028,77035520000,6.1766734,-3.9482276,1442006,263384,Europe,10259,4.6
2007,NMI,Northern Mariana Islands,62168,3988090000,0.11618554,0,11189,3555,Oceania,64150,0.1
2007,ZIM,Zimbabwe,15370112,47034103000,10.360226,-2.6731606,2969858,541419,Africa,3060,8.4
2009,JAM,Jamaica,2253212,6167354000,2.6385555,-0.21095914,455287,55935,North America,2737,2.3
2009,PHI,Philippines,78243692,6.95E+11,5.6216016,-2.0796084,13952501,3971661,Asia,8886,3.9
2009,SOT,South Ossetia,128536,277522800,3.7901227,10.400588,24986,2721,Asia,2159,4.4
2010,ABZ,Ambazonia,0,0,0,0,0,0,Africa,0,0
2010,BOL,Bolivia,8473204,41446304000,9.995012,4.3584065,1425461,514064,Sout America,4891,8.5
2010,BRU,Brunei,314076,3321665000,5.6831717,0,58770,10948,Asia,10576,4.8
2010,UAE,United Arab Emirates,2513876,10470045000,26.290358,-4.489962,436643,83631,Asia,4165,21.3
2011,ROC,Rep of the Congo,3168640,12514122000,20.122095,37.95961,607074,68781,Africa,3949,21.9
2011,SEY,Seychelles,79368,222265220,1.9959677,-0.2814259,14880,3198,Africa,2800,1.6
2011,TUR,Ottoman Empire,60870164,7.70E+11,12.830466,-2.3988447,10425973,3142221,Asia,12642,9.3
2012,ROC,Rep of the Congo,3216664,13162744000,20.836952,43.198044,612556,71994,Africa,4092,23.2
2012,STL,St Lucia,156092,279501630,0,-0.34843206,33655,2009,North America,1791,0
2013,GAM,Gambia,991588,7677350600,1.5060471,-5.374633,195877,24504,Africa,7742,0.7
2013,GZA,Gazankulu,0,0,0,0,0,0,Africa,0,0
2013,UNT,UN Trust Territory,4050436,31961313000,4.2259407,-2.5041652,794403,117644,None,7891,3.3
2014,CRO,Croatia,4506020,44862888000,10.0323925,-0.65478367,707259,330949,Europe,9956,6.6
2014,GAB,Gabon,777956,2672900000,5.378761,38.275784,137039,30727,Africa,3436,11.4
2014,GEO,Georgia,6293688,68321860000,9.957834,-0.8662221,866815,561057,Asia,10856,5.7
2014,KAZ,Kazakhstan,23684580,3.51E+11,3.8702786,-1.4059051,3906437,1435801,Asia,14809,2.5
2014,TUV,Tuvalu,9668,11346698,1.9145803,-32.474224,2037,194,Oceania,1174,-1.1
2015,BIF,Biafra,28619160,6.12E+11,1.8397436,-1.1769687,5106255,1017954,Africa,21377,1.3
2015,TON,Tonga,98428,72591440,0.82587117,93.26683,21553,802,Oceania,738,4.1
2016,FAR,Faroe Islands,47636,455402330,0,0,7380,3876,Europe,9560,0
2016,KUW,Kuwait,3089808,1.43E+11,39.699276,-1.94864,454832,215381,Asia,46225,26.3
2016,UGA,Uganda,35736492,3.87E+11,19.991062,-11.121355,6984631,480490,Africa,10837,18
2017,AFG,Afghanistan,14057456,34161673000,45.881405,37.288006,2892588,129307,Asia,2430,45.5
2017,ITA,Italy,58869132,1.95E+12,0.4252261,-1.6991485,9826772,3573025,Europe,33079,-0.2
2017,KAZ,Kazakhstan,24055272,3.45E+11,3.9800286,-1.3361064,3913992,1518442,Asia,14361,2.5
2017,SWA,Swaziland,843452,1164184300,0.28495848,1.7525773,185992,3880,Africa,1380,0.3
2017,THI,Thailand,65085148,7.14E+11,6.303203,-3.2664702,11918718,2939534,Asia,10972,4.4
2018,CNG,Congo Free State,59083356,2.76E+11,4.6282573,-6.7647176,12046262,921295,Africa,4663,3.8
2018,IRE,Ireland,3883272,88134906000,0.42008045,-1.7403994,637735,260400,Europe,22696,-0.2
2018,PER,Persia,53854764,9.99E+11,3.759106,0.79227006,8917573,3164956,Asia,18552,3
2019,QAT,Qatar,689560,13707504000,0,31.463007,133594,17341,Asia,19879,3.6
2019,TNZ,Tanganyika-Zanzibar,19517352,86375570000,5.224966,-7.5749474,4138400,368359,Africa,4426,4.2
2020,ETH,Ethiopia,69949852,1.47E+11,0.22412308,-8.826013,14996224,844311,Africa,2102,-0.3
2020,TAJ,Tajikistan,6766244,15832579000,0,-5.5566406,1417819,102436,Asia,2340,-0.4
2021,LUX,Luxemburg,376772,17221582000,0,-1.3907582,62877,22290,Europe,45708,-0.4
2021,TKR,Turkestan,4210676,12208069000,1.9345546,-3.0351849,731021,183119,Asia,2899,0.9
2022,GRE,Greece,10756180,4.94E+11,0.03954343,-1.6550558,1575483,856950,Europe,45891,-0.6
2022,SEY,Seychelles,76548,214693070,0.19449648,0,13882,3785,Africa,2805,0.2
2024,ETH,Ethiopia,74276380,59058180000,5.535799,-4.374206,15893641,914886,Africa,795,5
2024,NAM,Namibia,1868756,20187271000,8.856606,17.37631,335501,66700,Africa,10803,10.3
2025,GER,Germany,80594508,2.44E+12,3.5639384,-0.9081537,11045113,7310987,Europe,30230,1.8
2026,HON,Honduras,4941300,65443506000,4.1441903,-1.9034145,752644,385938,South America,13244,2.1
2027,LBW,Lebowa,0,0,0,0,0,0,Africa,0,0
2027,SUR,Suriname,450788,769567540,17.455372,83.43255,74785,19822,South America,1707,31.3
2027,TOG,Togo,6317176,25490802000,6.7713523,-1.460585,908371,529240,Africa,4035,3.7
2029,DOM,Dominican Republic,9912388,2.84E+11,9.5362015,-1.2963703,1319561,930984,North America,28697,5
2029,GAZ,Gaza,571040,8096219000,94.85045,35.372074,5884,91527,Asia,14178,39
2029,SEN,Senegalia,9478276,41179172000,0.8459634,15.497494,1915331,117690,Africa,4345,1.7
2030,CPV,Cape Verde,285232,654255720,0.6263612,4.35443,59231,3950,Africa,2294,0.8
2030,MLI,Mali,10902276,1.16E+11,13.251692,33.68606,2138776,185884,Africa,10635,14.9
2000,ARM,Armenia,3327892,19290616000,74.090996,-3.0105364,580254,172162,Europe,5797,56.5
2000,CNG,Congo Free State,46147000,1.19E+11,4.0530252,54.96697,9797792,599531,Africa,2576,7
2000,EGY,Egypt,58080920,3.57E+11,2.0852733,-4.487057,11449819,1429311,Africa,6151,1.4
2000,JAP,Japan,125151412,3.31E+12,0.013248781,-2.8165438,22258652,6182293,Asia,26458,-0.6
2000,MAC,Macedonia,2211284,13564520000,0.91745293,-4.456105,379529,96811,Europe,6134,-0.2
2001,LBW,Lebowa,0,0,0,0,0,0,Africa,0,0
2002,FRA,France,60645776,1.28E+12,0.7190583,-2.351155,10988539,2756560,Europe,21184,0.1
2003,BIF,Biafra,27219356,2.08E+11,2.3167772,-0.628572,5327271,773022,Africa,7632,1.9
2003,GAZ,Gaza,0,0,0,0,0,0,Asia,0,0
2003,TRK,Transkei,0,0,0,0,0,0,Africa,0,0
2004,AAB,Antigua And Barbuda,65616,84375525,2.6522458,14.447592,14516,706,North America,1286,3.2
2004,USA,United States of America,270777424,8.84E+12,9.353711,-2.5806215,47827797,13319272,North America,32643,6.8
2005,BAH,Bahamas,241184,4499389000,1.0548341,-1.9360479,46358,8006,North America,18655,0.7
2005,BYE,Belarus,10854236,1.62E+11,0.47934029,-2.2912261,1788917,531113,Europe,14887,-0.1
2005,CPV,Cape Verde,294936,732981820,0.45100656,9.355391,60753,5259,Africa,2485,1.2
2005,MEX,Mexico,90225856,1.14E+12,4.1523724,-3.950879,17407857,3288863,North America,12657,2.9
2006,ABZ,Ambazonia,0,0,0,0,0,0,Africa,0,0
2006,VAN,Vanuatu,169836,825276000,0.3900603,-6.7698264,36661,1551,Oceania,4859,0.1
2006,YEM,Yemen,13744336,36610864000,5.116178,89.50911,2914187,135956,Asia,2664,8.9
2007,CHI,China,1635389200,1.65E+13,13.390289,20.8581,364868559,10237389,Asia,10070,13.6
2007,SAA,Saudi Arabia,20340916,1.10E+11,9.735456,-3.4694965,3726112,772504,Asia,5412,7.4
2009,BHR,Bahrain,632584,2373625400,4.3170204,-2.8882277,112346,20497,Asia,3752,3.2
2009,GAB,Gabon,773116,3017932500,4.2159376,-1.7489744,135391,32419,Africa,3904,3.1
2010,NAM,Namibia,1776648,14779488000,4.551568,-6.992417,307806,66329,Africa,8319,2.5
2011,IRQ,Iraq,19870268,4.15E+11,25.709291,-2.1157513,3172172,1350395,Asia,20867,17.4
2011,NGW,KaNgwane,0,0,0,0,0,0,Africa,0,0
2012,PUR,Puerto Rico,3801708,72269574000,4.3487887,41.14401,600696,201502,North America,19010,13.5
2013,BHR,Bahrain,670148,4286716500,2.5008795,-2.4130588,113680,26771,Asia,6397,1.6
2013,SYR,Syria,16297108,1.19E+11,11.408718,47.668888,3013932,433763,Asia,7308,16
